id,listing_url,scrape_id,last_scraped,name,experiences_offered,host_name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,street,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,city,state,zipcode,market,smart_location,country_code,country,latitude,longitude,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,square_feet,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,requires_license,license,jurisdiction_names,instant_bookable,is_business_travel_ready,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
31479561,https://www.airbnb.com/rooms/31479561,2.02003E+13,3/23/20,Casa amarilla,none,Francisca,10/25/18,US,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/28557302-77f6-4cb4-a162-3e046a19c80c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/28557302-77f6-4cb4-a162-3e046a19c80c.jpg?aki_policy=profile_x_medium,,12,12,"['email', 'phone', 'offline_government_id', 'government_id']",t,f,"Jersey City, NJ, United States",,Ward D (councilmember Michael Yun),,Jersey City,NJ,7307,New York,"Jersey City, NJ",US,United States,40.75217,-74.04382,f,House,Private room,1,1,1,1,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Elevator,""Free street parking"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",""Pocket wifi"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",""Luggage dropoff allowed"",""Long term stays allowed"",""Cleaning before checkout"",Waterfront,""Lake access"",Beachfront,Ski-in/Ski-out}",,$40.00 ,,,,$20.00 ,1,$10.00 ,1,30,1,1,30,30,1,30,3 months ago,t,0,0,0,81,3/23/20,26,12,1/14/19,6/15/19,92,10,9,10,10,9,9,f,,"{""New Jersey State"","" Jersey City""}",t,f,flexible,f,f,12,0,12,0,1.79
31482207,https://www.airbnb.com/rooms/31482207,2.02003E+13,3/23/20,Modern Bright Apartment Steps to NYC,none,Hosteeva,12/14/14,"New Orleans, Louisiana, United States",within an hour,97%,98%,f,https://a0.muscache.com/im/pictures/user/37cb24dd-3a64-48f2-a844-d4959198f120.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/37cb24dd-3a64-48f2-a844-d4959198f120.jpg?aki_policy=profile_x_medium,Central City,690,690,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'kba', 'selfie', 'government_id', 'identity_manual']",t,f,"Jersey City, NJ, United States",,Ward C (councilmember Richard Boggiano),,Jersey City,NJ,7306,New York,"Jersey City, NJ",US,United States,40.72988,-74.06623,t,Apartment,Entire home/apt,4,1,1,2,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Heating,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private entrance"",Bathtub,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed""}",,$100.00 ,,,$0.00 ,$80.00 ,1,$0.00 ,1,1125,1,2,365,365,1,365,today,t,12,35,54,315,3/23/20,12,11,3/21/19,11/18/19,82,9,9,8,9,8,8,f,,"{""New Jersey State"","" Jersey City""}",t,f,moderate,f,f,10,9,0,0,0.98
31483299,https://www.airbnb.com/rooms/31483299,2.02003E+13,3/24/20,Remodeled 1 Bedroom Apartment,none,Hosteeva,12/14/14,"New Orleans, Louisiana, United States",within an hour,97%,98%,f,https://a0.muscache.com/im/pictures/user/37cb24dd-3a64-48f2-a844-d4959198f120.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/37cb24dd-3a64-48f2-a844-d4959198f120.jpg?aki_policy=profile_x_medium,Central City,690,690,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'kba', 'selfie', 'government_id', 'identity_manual']",t,f,"Jersey City, NJ, United States",,Ward C (councilmember Richard Boggiano),,Jersey City,NJ,7306,New York,"Jersey City, NJ",US,United States,40.7298,-74.06775,t,Apartment,Entire home/apt,4,1,1,2,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Heating,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private entrance"",Bathtub,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed""}",,$100.00 ,,,$0.00 ,$80.00 ,1,$0.00 ,1,1125,1,2,365,365,1,365,today,t,0,0,0,0,3/24/20,9,8,3/24/19,11/17/19,76,8,6,8,9,8,8,f,,"{""New Jersey State"","" Jersey City""}",t,f,moderate,f,f,10,9,0,0,0.74
31484010,https://www.airbnb.com/rooms/31484010,2.02003E+13,3/23/20,Modern 1 Bedroom apartment with NYC views,none,Hosteeva,12/14/14,"New Orleans, Louisiana, United States",within an hour,97%,98%,f,https://a0.muscache.com/im/pictures/user/37cb24dd-3a64-48f2-a844-d4959198f120.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/37cb24dd-3a64-48f2-a844-d4959198f120.jpg?aki_policy=profile_x_medium,Central City,690,690,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'kba', 'selfie', 'government_id', 'identity_manual']",t,f,"Jersey City, NJ, United States",,Ward C (councilmember Richard Boggiano),,Jersey City,NJ,7306,New York,"Jersey City, NJ",US,United States,40.72758,-74.06775,t,Aparthotel,Hotel room,4,1,1,2,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Heating,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",Bathtub,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed""}",,$100.00 ,,,$0.00 ,$80.00 ,1,$0.00 ,1,1125,1,1,1125,1125,1,1125,2 months ago,t,23,53,83,344,3/23/20,3,3,5/12/19,7/24/19,53,9,6,9,7,7,6,f,,"{""New Jersey State"","" Jersey City""}",t,f,strict_14_with_grace_period,f,f,10,9,0,0,0.28
31535060,https://www.airbnb.com/rooms/31535060,2.02003E+13,3/23/20,10 minute PATH to downtown New York/15 to Newark,none,Alan,8/14/16,"New York, New York, United States",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/08d2f577-a98d-4b7f-ba43-bbdd8cbe8f8a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/08d2f577-a98d-4b7f-ba43-bbdd8cbe8f8a.jpg?aki_policy=profile_x_medium,Bedford-Stuyvesant,22,22,"['email', 'phone', 'reviews', 'jumio', 'kba', 'government_id', 'work_email']",t,f,"Jersey City, NJ, United States",,Ward C (councilmember Richard Boggiano),,Jersey City,NJ,7306,New York,"Jersey City, NJ",US,United States,40.73854,-74.06296,t,Townhouse,Private room,3,2,1,2,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Free street parking"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Smart lock"",""Private entrance"",Bathtub,""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Paid parking on premises""}",,$75.00 ,,,$100.00 ,,2,$20.00 ,1,180,1,2,1125,1125,1.3,1125,today,t,29,31,31,31,3/23/20,78,63,1/15/19,3/9/20,97,10,9,10,10,10,10,f,,"{""New Jersey State"","" Jersey City""}",f,f,moderate,f,f,18,4,14,0,5.39
31535536,https://www.airbnb.com/rooms/31535536,2.02003E+13,3/23/20,10 minute PATH to downtown New York/15 to Newark,none,Alan,8/14/16,"New York, New York, United States",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/08d2f577-a98d-4b7f-ba43-bbdd8cbe8f8a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/08d2f577-a98d-4b7f-ba43-bbdd8cbe8f8a.jpg?aki_policy=profile_x_medium,Bedford-Stuyvesant,22,22,"['email', 'phone', 'reviews', 'jumio', 'kba', 'government_id', 'work_email']",t,f,"Jersey City, NJ, United States",,Ward C (councilmember Richard Boggiano),,Jersey City,NJ,7306,New York,"Jersey City, NJ",US,United States,40.73758,-74.06129,t,Townhouse,Private room,4,2,1,2,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Free street parking"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Smart lock"",""Private entrance"",Bathtub,""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Paid parking on premises""}",,$75.00 ,,,$100.00 ,$0.00 ,2,$20.00 ,1,180,1,2,1125,1125,1.3,1125,today,t,26,28,28,28,3/23/20,87,70,1/16/19,3/7/20,95,9,9,10,10,9,9,f,,"{""New Jersey State"","" Jersey City""}",f,f,moderate,f,f,18,4,14,0,6.03
31536016,https://www.airbnb.com/rooms/31536016,2.02003E+13,3/23/20,BR+BALCONY:10min PATH to downtown NYC/15 to Newark,none,Alan,8/14/16,"New York, New York, United States",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/08d2f577-a98d-4b7f-ba43-bbdd8cbe8f8a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/08d2f577-a98d-4b7f-ba43-bbdd8cbe8f8a.jpg?aki_policy=profile_x_medium,Bedford-Stuyvesant,22,22,"['email', 'phone', 'reviews', 'jumio', 'kba', 'government_id', 'work_email']",t,f,"Jersey City, NJ, United States",,Ward C (councilmember Richard Boggiano),,Jersey City,NJ,7306,New York,"Jersey City, NJ",US,United States,40.7378,-74.06172,t,Townhouse,Private room,4,2,1,2,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Paid parking off premises"",""Free street parking"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Smart lock"",""Private entrance"",Bathtub,""Room-darkening shades"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Luggage dropoff allowed"",""Paid parking on premises""}",,$75.00 ,,,$100.00 ,$0.00 ,2,$20.00 ,1,180,1,2,1125,1125,1.3,1125,today,t,30,32,32,32,3/23/20,96,70,1/15/19,3/8/20,96,9,9,10,10,9,9,f,,"{""New Jersey State"","" Jersey City""}",f,f,moderate,f,f,18,4,14,0,6.64
31541608,https://www.airbnb.com/rooms/31541608,2.02003E+13,3/23/20,Entire apartment sleep 6 - 15 minutes to New York,none,Hassan,6/20/18,US,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/c8aed0b4-1a26-43c4-bb2a-0deb13932cb5.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/c8aed0b4-1a26-43c4-bb2a-0deb13932cb5.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone']",t,f,"Jersey City, NJ, United States",,Ward A (councilmember Denise Ridley),,Jersey City,NJ,7305,New York,"Jersey City, NJ",US,United States,40.70018,-74.08456,f,Apartment,Entire home/apt,6,1,1,8,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Free street parking"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Self check-in"",Lockbox,""Private living room"",""Private entrance"",""Children’s books and toys"",""Window guards"",""Babysitter recommendations"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",""Pocket wifi"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Single level home"",""BBQ grill"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Cleaning before checkout"",""Wide hallways"",""No stairs or steps to enter"",""Wide entrance for guests"",""No stairs or steps to enter""}",,$75.00 ,,,$100.00 ,$125.00 ,6,$0.00 ,2,1125,2,2,1125,1125,2,1125,3 weeks ago,t,21,51,81,356,3/23/20,27,22,2/18/19,12/23/19,86,9,10,10,10,8,9,f,,"{""New Jersey State"","" Jersey City""}",t,f,strict_14_with_grace_period,f,f,2,2,0,0,2.03
31567374,https://www.airbnb.com/rooms/31567374,2.02003E+13,3/23/20,Classic Brownstone Apt in a Historic Neighborhood,none,Amer,8/23/13,"Jersey City, New Jersey, United States",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/97fc6e2c-bca1-4adb-a279-cad18c153077.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/97fc6e2c-bca1-4adb-a279-cad18c153077.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone', 'reviews', 'kba']",t,t,"Jersey City, NJ, United States",,Ward B (councilmember Mira Prinz-Arey),,Jersey City,NJ,7304,New York,"Jersey City, NJ",US,United States,40.72161,-74.07392,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free street parking"",""Indoor fireplace"",Heating,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed""}",,$89.00 ,,,,,1,$0.00 ,2,1125,2,2,1125,1125,2,1125,6 weeks ago,t,9,14,17,106,3/23/20,63,55,1/24/19,2/23/20,100,10,10,10,10,9,10,f,,"{""New Jersey State"","" Jersey City""}",f,f,flexible,f,f,2,2,0,0,4.45
31623297,https://www.airbnb.com/rooms/31623297,2.02003E+13,3/23/20,New York City At Your Doorstep!,none,Ben,1/16/19,"Jersey City, New Jersey, United States",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/2f3b48c8-4cac-479c-bd41-35af6e6fe68b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/2f3b48c8-4cac-479c-bd41-35af6e6fe68b.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,f,"Jersey City, NJ, United States",,Ward F (councilmember Jermaine D. Robinson),,Jersey City,NJ,7302,New York,"Jersey City, NJ",US,United States,40.72034,-74.04723,t,Apartment,Entire home/apt,4,1.5,0,2,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private entrance"",""Children’s books and toys"",""Window guards"",""Pack ’n Play/travel crib"",""Room-darkening shades"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Garden or backyard""}",,$99.00 ,,,$0.00 ,$85.00 ,1,$0.00 ,2,20,2,2,20,20,2,20,a week ago,t,29,40,63,63,3/23/20,57,54,3/7/19,3/12/20,99,10,10,10,10,10,10,f,,"{""New Jersey State"","" Jersey City""}",t,f,strict_14_with_grace_period,f,f,1,1,0,0,4.46
31670183,https://www.airbnb.com/rooms/31670183,2.02003E+13,3/23/20,45 min to Manhattan Private Room #1,none,Yoshi,5/11/15,"Brooklyn, New York, United States",within an hour,100%,99%,f,https://a0.muscache.com/im/users/33102452/profile_pic/1431462634/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/33102452/profile_pic/1431462634/original.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone', 'manual_online', 'reviews', 'manual_offline', 'jumio', 'selfie', 'government_id', 'identity_manual']",t,f,"Jersey City, NJ, United States",,Ward B (councilmember Mira Prinz-Arey),,Jersey City,NJ,7304,New York,"Jersey City, NJ",US,United States,40.71969,-74.08408,t,House,Private room,2,1,1,1,Real Bed,"{Wifi,""Air conditioning"",""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Garden or backyard""}",,$40.00 ,,,$0.00 ,$20.00 ,2,$0.00 ,1,31,1,1,31,31,1,31,a week ago,t,17,47,77,77,3/23/20,25,24,3/21/19,1/2/20,90,9,9,10,10,8,9,f,,"{""New Jersey State"","" Jersey City""}",t,f,strict_14_with_grace_period,f,f,2,0,2,0,2.03
31673843,https://www.airbnb.com/rooms/31673843,2.02003E+13,3/23/20,"Peaceful, Modern & Private Garden Apartment!",none,Danielle,1/28/16,"Jersey City, New Jersey, United States",N/A,N/A,100%,t,https://a0.muscache.com/im/pictures/user/2343a83a-fdb5-4d4a-916c-f0839cf04657.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/2343a83a-fdb5-4d4a-916c-f0839cf04657.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'reviews', 'offline_government_id', 'government_id']",t,f,"Jersey City, NJ, United States",,Ward F (councilmember Jermaine D. Robinson),,Jersey City,NJ,7304,New York,"Jersey City, NJ",US,United States,40.7184,-74.06939,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Pets allowed"",""Free street parking"",Heating,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private living room"",""Private entrance"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Garden or backyard""}",,$70.00 ,,,$0.00 ,$85.00 ,2,$25.00 ,2,30,2,2,1125,1125,2,1125,4 months ago,t,0,0,0,41,3/23/20,33,29,2/9/19,1/3/20,99,10,10,10,10,9,10,f,,"{""New Jersey State"","" Jersey City""}",t,f,strict_14_with_grace_period,f,f,1,1,0,0,2.42
31674542,https://www.airbnb.com/rooms/31674542,2.02003E+13,3/23/20,"Bright Room 7 min to PATH 10 min NYc, WIFI",none,Eugene,11/15/11,"Jersey City, New Jersey, United States",within an hour,99%,99%,f,https://a0.muscache.com/im/users/1410306/profile_pic/1427150607/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/1410306/profile_pic/1427150607/original.jpg?aki_policy=profile_x_medium,Edgewater,34,34,"['phone', 'reviews', 'offline_government_id', 'sent_id', 'selfie', 'government_id', 'work_email']",t,t,"Jersey City, NJ, United States",,Ward C (councilmember Richard Boggiano),,Jersey City,NJ,7306,New York,"Jersey City, NJ",US,United States,40.73217,-74.05609,t,House,Private room,2,2,1,1,Real Bed,"{Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Free street parking"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",Essentials,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets""}",,$25.00 ,,,$150.00 ,$75.00 ,1,$0.00 ,1,1125,1,1,1125,1125,1,1125,6 weeks ago,t,0,0,6,88,3/23/20,17,15,1/23/19,2/14/20,91,9,9,10,10,9,9,f,,"{""New Jersey State"","" Jersey City""}",t,f,strict_14_with_grace_period,f,f,29,1,28,0,1.2
31675305,https://www.airbnb.com/rooms/31675305,2.02003E+13,3/23/20,Spacious Private Room under 30 to NYC WIFI,none,Eugene,11/15/11,"Jersey City, New Jersey, United States",within an hour,99%,99%,f,https://a0.muscache.com/im/users/1410306/profile_pic/1427150607/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/1410306/profile_pic/1427150607/original.jpg?aki_policy=profile_x_medium,Edgewater,34,34,"['phone', 'reviews', 'offline_government_id', 'sent_id', 'selfie', 'government_id', 'work_email']",t,t,"Jersey City, NJ, United States",,Ward D (councilmember Michael Yun),,Jersey City,NJ,7307,New York,"Jersey City, NJ",US,United States,40.75449,-74.04537,t,House,Private room,2,1,1,1,Real Bed,"{Internet,Wifi,Kitchen,""Free street parking"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",Essentials,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,Refrigerator,""Dishes and silverware""}",,$25.00 ,,,$150.00 ,$65.00 ,1,$0.00 ,1,1125,1,1,1125,1125,1,1125,2 weeks ago,t,30,60,90,365,3/23/20,24,20,2/10/19,2/16/20,81,8,9,10,9,8,9,f,,"{""New Jersey State"","" Jersey City""}",t,f,strict_14_with_grace_period,f,f,29,1,28,0,1.76
31739401,https://www.airbnb.com/rooms/31739401,2.02003E+13,3/23/20,"Studio in Historic Downtown JC, minutes from NYC!",none,Danny,1/21/19,US,within an hour,100%,98%,t,https://a0.muscache.com/im/pictures/user/95b815a9-f455-4975-9509-9c01348e264c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/95b815a9-f455-4975-9509-9c01348e264c.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,f,"Jersey City, NJ, United States",,Ward E (councilmember James Solomon),,Jersey City,NJ,7302,New York,"Jersey City, NJ",US,United States,40.71669,-74.04314,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private entrance"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed""}",,$98.00 ,,,$0.00 ,$100.00 ,1,$0.00 ,2,365,2,2,365,365,2,365,2 weeks ago,t,30,60,87,155,3/23/20,37,36,3/22/19,3/4/20,98,10,10,10,10,10,10,f,,"{""New Jersey State"","" Jersey City""}",t,f,moderate,f,f,1,1,0,0,3.02
